# 200 GCC wards. place_name and ward_name_local are DERIVED from OpenStreetMap localities, not official GCC ward names; 129/200 carry a Tamil name and the rest are deliberately blank. Geometry reduced to a centroid. This row is NOT a boundary — joining on the centroid gives you a point inside (or near) the shape, not the shape.
ward_no,ward_name,place_name,place_name_local,place_name_source,ward_name_kn,ward_name_local,ward_name_local_lang,ward_name_local_source,corporation,corporation_kn,zone,zone_code,region,zone_source,division,sub_division,assembly,population_total,population_status,geometry_type,centroid_lng,centroid_lat,vertex_count
102,Ward 102 - Anna Nagar,Anna Nagar,அண்ணா நகர்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 102 - அண்ணா நகர்,வார்டு 102 - அண்ணா நகர்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Anna Nagar,VIII,Central,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.220041,13.085513,513
95,Ward 95 - CMWSSB Division 95,CMWSSB Division 95,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Anna Nagar,VIII,Central,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.204127,13.102209,580
103,Ward 103 - Nagerkoyil Sudalaimuthu Krishnan Nagar,Nagerkoyil Sudalaimuthu Krishnan Nagar,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Anna Nagar,VIII,Central,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.211558,13.082344,556
94,Ward 94 - SIDCO Nagar,SIDCO Nagar,சிட்கோ நகர்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 94 - சிட்கோ நகர்,வார்டு 94 - சிட்கோ நகர்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Anna Nagar,VIII,Central,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.20252,13.110408,696
15,Ward 15 - Edayanchavadi,Edayanchavadi,இடையன்சாவடி,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 15 - இடையன்சாவடி,வார்டு 15 - இடையன்சாவடி,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Manali,II,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.282018,13.218051,96
16,Ward 16 - Saidayankuppam,Saidayankuppam,சைதையாங்குப்பம்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 16 - சைதையாங்குப்பம்,வார்டு 16 - சைதையாங்குப்பம்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Manali,II,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.272592,13.195304,76
17,Ward 17 - Kosappur,Kosappur,கொசப்பூர்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 17 - கொசப்பூர்,வார்டு 17 - கொசப்பூர்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Manali,II,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.227206,13.182647,283
18,Ward 18 - CMWSSB Division 21,CMWSSB Division 21,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Manali,II,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.261179,13.175644,131
19,Ward 19 - Mathur,Mathur,மாத்தூர்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 19 - மாத்தூர்,வார்டு 19 - மாத்தூர்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Manali,II,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.235601,13.170128,192
20,Ward 20 - CMWSSB Division 20,CMWSSB Division 20,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Manali,II,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.260165,13.164528,279
21,Ward 21 - Manali,Manali,மணலி,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 21 - மணலி,வார்டு 21 - மணலி,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Manali,II,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.261788,13.165653,189
79,Ward 79 - Oragadam,Oragadam,ஒரகடம்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 79 - ஒரகடம்,வார்டு 79 - ஒரகடம்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Ambattur,VII,Central,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.153039,13.129286,204
80,Ward 80 - Banu Nagar,Banu Nagar,பானு நகர்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 80 - பானு நகர்,வார்டு 80 - பானு நகர்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Ambattur,VII,Central,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.159697,13.129333,282
81,Ward 81 - Ambattur,Ambattur,ಅಂಬತ್ತೂರು,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 81 - ಅಂಬತ್ತೂರು,வார்டு 81 - ಅಂಬತ್ತೂರು,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Ambattur,VII,Central,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.152044,13.120751,162
82,Ward 82 - Pari Nagar,Pari Nagar,பாரி நகர்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 82 - பாரி நகர்,வார்டு 82 - பாரி நகர்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Ambattur,VII,Central,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.170312,13.126838,505
83,Ward 83 - CMWSSB Division 83,CMWSSB Division 83,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Ambattur,VII,Central,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.189228,13.121667,577
84,Ward 84 - Korattur,Korattur,கொரட்டூர்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 84 - கொரட்டூர்,வார்டு 84 - கொரட்டூர்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Ambattur,VII,Central,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.179732,13.105707,199
85,Ward 85 - CMWSSB Division 85,CMWSSB Division 85,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Ambattur,VII,Central,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.158398,13.104252,168
86,Ward 86 - Athipet,Athipet,ஆதிபேட்டை,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 86 - ஆதிபேட்டை,வார்டு 86 - ஆதிபேட்டை,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Ambattur,VII,Central,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.160017,13.09519,254
87,Ward 87 - CMWSSB Division 89,CMWSSB Division 89,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Ambattur,VII,Central,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.184078,13.099243,256
88,Ward 88 - Padi,Padi,பாடி,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 88 - பாடி,வார்டு 88 - பாடி,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Ambattur,VII,Central,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.19193,13.096465,220
90,Ward 90 - CMWSSB Division 93,CMWSSB Division 93,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Ambattur,VII,Central,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.195811,13.085115,229
92,Ward 92 - CMWSSB Division 92,CMWSSB Division 92,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Ambattur,VII,Central,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.177263,13.082083,207
93,Ward 93 - Mogappair East,Mogappair East,முகப்பேர் கிழக்கு,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 93 - முகப்பேர் கிழக்கு,வார்டு 93 - முகப்பேர் கிழக்கு,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Ambattur,VII,Central,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.187212,13.076856,266
89,Ward 89 - Collector Nagar,Collector Nagar,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Ambattur,VII,Central,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.184688,13.090734,152
162,Ward 162 - Thillai Ganga Nagar,Thillai Ganga Nagar,தில்லை கங்கா நகர்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 162 - தில்லை கங்கா நகர்,வார்டு 162 - தில்லை கங்கா நகர்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Alandur,XII,South,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.190604,12.991222,136
163,Ward 163 - CMWSSB Division 163,CMWSSB Division 163,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Alandur,XII,South,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.202032,12.988879,194
164,Ward 164 - Pazhavanthangal,Pazhavanthangal,பழவந்தாங்கல்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 164 - பழவந்தாங்கல்,வார்டு 164 - பழவந்தாங்கல்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Alandur,XII,South,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.187184,12.983261,249
158,Ward 158 - Nandambakkam,Nandambakkam,நந்தம்பாக்கம்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 158 - நந்தம்பாக்கம்,வார்டு 158 - நந்தம்பாக்கம்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Alandur,XII,South,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.190971,13.019955,127
159,Ward 159 - Meenambakkam,Meenambakkam,மீனம்பாக்கம்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 159 - மீனம்பாக்கம்,வார்டு 159 - மீனம்பாக்கம்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Alandur,XII,South,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.170887,12.991407,54
167,Ward 167 - Nanganallur,Nanganallur,நங்கநல்லூர்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 167 - நங்கநல்லூர்,வார்டு 167 - நங்கநல்லூர்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Alandur,XII,South,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.186036,12.975273,378
157,Ward 157 - Manapakkam,Manapakkam,மணப்பாக்கம்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 157 - மணப்பாக்கம்,வார்டு 157 - மணப்பாக்கம்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Alandur,XII,South,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.173705,13.016835,199
166,Ward 166 - Moovarasampettai,Moovarasampettai,மூவரசம்பேட்டை,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 166 - மூவரசம்பேட்டை,வார்டு 166 - மூவரசம்பேட்டை,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Alandur,XII,South,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.181786,12.977334,176
165,Ward 165 - CMWSSB Division 165,CMWSSB Division 165,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Alandur,XII,South,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.202998,12.980872,331
156,Ward 156 - Mugalivakkam,Mugalivakkam,முகலிவாக்கம்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 156 - முகலிவாக்கம்,வார்டு 156 - முகலிவாக்கம்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Alandur,XII,South,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.159452,13.019797,237
67,Ward 67 - CMWSSB Division 68,CMWSSB Division 68,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Thiru-Vika-Nagar,VI,Central,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.235937,13.11886,685
70,Ward 70 - CMWSSB Division 69,CMWSSB Division 69,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Thiru-Vika-Nagar,VI,Central,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.241271,13.111415,1077
71,Ward 71 - Perambur,Perambur,பெரம்பூர்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 71 - பெரம்பூர்,வார்டு 71 - பெரம்பூர்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Thiru-Vika-Nagar,VI,Central,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.250404,13.108687,691
74,Ward 74 - Otteri,Otteri,ஓட்டேரி,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 74 - ஓட்டேரி,வார்டு 74 - ஓட்டேரி,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Thiru-Vika-Nagar,VI,Central,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.245346,13.101286,529
77,Ward 77 - CMWSSB Division 77,CMWSSB Division 77,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Thiru-Vika-Nagar,VI,Central,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.265028,13.096509,566
69,Ward 69 - GKM Colony,GKM Colony,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Thiru-Vika-Nagar,VI,Central,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.228349,13.112116,723
78,Ward 78 - Purasawalkam,Purasawalkam,புரசைவாக்கம்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 78 - புரசைவாக்கம்,வார்டு 78 - புரசைவாக்கம்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Thiru-Vika-Nagar,VI,Central,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.259136,13.091723,1418
76,Ward 76 - Poompuhar Nagar,Poompuhar Nagar,பூம்புகார் நகர்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 76 - பூம்புகார் நகர்,வார்டு 76 - பூம்புகார் நகர்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Thiru-Vika-Nagar,VI,Central,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.257264,13.093995,1009
64,Ward 64 - Villivakkam,Villivakkam,வில்லிவாக்கம்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 64 - வில்லிவாக்கம்,வார்டு 64 - வில்லிவாக்கம்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Thiru-Vika-Nagar,VI,Central,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.207745,13.121323,954
75,Ward 75 - Secretariat Colony,Secretariat Colony,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Thiru-Vika-Nagar,VI,Central,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.244617,13.093794,344
66,Ward 66 - CMWSSB Division 66,CMWSSB Division 66,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Thiru-Vika-Nagar,VI,Central,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.226524,13.126007,272
73,Ward 73 - CMWSSB Division 73,CMWSSB Division 73,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Thiru-Vika-Nagar,VI,Central,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.262423,13.099262,442
72,Ward 72 - Pulianthope,Pulianthope,புளியந்தோப்பு,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 72 - புளியந்தோப்பு,வார்டு 72 - புளியந்தோப்பு,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Thiru-Vika-Nagar,VI,Central,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.264758,13.103764,286
147,Ward 147 - Maduravoyal,Maduravoyal,மதுரவாயல்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 147 - மதுரவாயல்,வார்டு 147 - மதுரவாயல்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Valasarvakkam,XI,South,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.170076,13.055013,264
148,Ward 148 - CMWSSB Division 148,CMWSSB Division 148,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Valasarvakkam,XI,South,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.183462,13.057773,261
149,Ward 149 - Alwarthirunagar,Alwarthirunagar,ஆழ்வார்திருநகர்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 149 - ஆழ்வார்திருநகர்,வார்டு 149 - ஆழ்வார்திருநகர்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Valasarvakkam,XI,South,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.181155,13.049533,258
150,Ward 150 - Vanagaram,Vanagaram,வானகரம்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 150 - வானகரம்,வார்டு 150 - வானகரம்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,,,,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.152689,13.044366,378
151,Ward 151 - CMWSSB Division 151,CMWSSB Division 151,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Valasarvakkam,XI,South,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.16859,13.034007,139
146,Ward 146 - Alapakkam,Alapakkam,அலப்பாக்கம்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 146 - அலப்பாக்கம்,வார்டு 146 - அலப்பாக்கம்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Valasarvakkam,XI,South,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.164253,13.056342,166
155,Ward 155 - Nesapakkam,Nesapakkam,நெசப்பாக்கம்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 155 - நெசப்பாக்கம்,வார்டு 155 - நெசப்பாக்கம்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Valasarvakkam,XI,South,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.184174,13.030109,170
145,Ward 145 - Nerkundram,Nerkundram,நெற்குன்றம்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 145 - நெற்குன்றம்,வார்டு 145 - நெற்குன்றம்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Valasarvakkam,XI,South,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.187665,13.064509,220
154,Ward 154 - Ramapuram,Ramapuram,ராமாவரம்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 154 - ராமாவரம்,வார்டு 154 - ராமாவரம்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Valasarvakkam,XI,South,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.176815,13.029905,186
144,Ward 144 - CMWSSB Division 144,CMWSSB Division 144,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Valasarvakkam,XI,South,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.173453,13.062252,208
153,Ward 153 - Porur,Porur,போரூர்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 153 - போரூர்,வார்டு 153 - போரூர்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Valasarvakkam,XI,South,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.157914,13.026859,107
152,Ward 152 - Valasaravakkam,Valasaravakkam,வளசரவாக்கம்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 152 - வளசரவாக்கம்,வார்டு 152 - வளசரவாக்கம்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Valasarvakkam,XI,South,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.1791,13.04193,202
49,Ward 49 - Old Washermanpet,Old Washermanpet,பழைய வண்ணாரப்பேட்டை,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 49 - பழைய வண்ணாரப்பேட்டை,வார்டு 49 - பழைய வண்ணாரப்பேட்டை,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Royapuram,V,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.289297,13.118308,374
