# 369 GBA wards. WARNING: _raw_tot_p is the source population field and sums to ~6x the real Greater Bengaluru total, with 125/369 rows failing male+female=total. Do NOT use it as population. Geometry reduced to a centroid. This row is NOT a boundary — joining on the centroid gives you a point inside (or near) the shape, not the shape.
ward_no,ward_name,ward_name_kn,corporation,corporation_kn,corporation_id,zone,division,sub_division,assembly,assembly_no,population_total,population_status,population_note,_raw_tot_p,_raw_tot_m,_raw_tot_f,_raw_sc_p,_raw_st_p,zone_csv,geometry_type,centroid_lng,centroid_lat,vertex_count
64,64 - Yeshwanthpura,ಯಶವಂತಪುರ,North,ಉತ್ತರ,2,Yelahanka,RO- Jalahalli,ARO- Yeshwanthpura,154 - Rajarajeshwarinagar,154,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,202360,103110,99250,17050,3070,Bommanahalli,Polygon,77.555041,13.023436,142
37,37 - Yelenahalli,ಯೆಲೇನಹಳ್ಳಿ,South,ದಕ್ಷಿಣ,4,Jayanagar,RO- Beguru,ARO- Beguru,176 - Bangalore South,176,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,186090,99230,86360,16360,1560,Jayanagar,Polygon,77.604183,12.866159,454
17,17 - Kaggadasapura,ಕಗ್ಗದಾಸಪುರ,Central,ಕೇಂದ್ರ,1,C.V. Raman Nagar,RO- Jeevan Bhimanagar,ARO- Kaggadasapura,161 - C.V. Raman Nagar,161,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,207940,106750,101190,9830,3240,Bommanahalli,Polygon,77.673608,12.982082,196
38,38 - Doddakammanahalli,ದೊಡ್ಡಕಮ್ಮನಹಳ್ಳಿ,South,ದಕ್ಷಿಣ,4,Jayanagar,RO- Beguru,ARO- Gottigere,176 - Bangalore South,176,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,198910,104610,94790,23390,5150,Jayanagar,Polygon,77.594314,12.850895,238
28,28 - Byrathi,ಬೈರತಿ,East,ಪೂರ್ವ,3,Mahadevapura,RO- Hoodi,ARO- Hoodi,174 - Mahadevapura,174,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,139690,72270,67420,26380,3580,Bommanahalli,MultiPolygon,77.665125,13.052659,988
41,41 - Kothanur,ಕೊತ್ತನೂರು,South,ದಕ್ಷಿಣ,4,Jayanagar,RO- Beguru,ARO- Bheereshwara Nagara,176 - Bangalore South,176,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,231610,117930,113680,31650,4890,Jayanagar,Polygon,77.578902,12.870681,269
19,19 - K.S. Nissar Ahmed Ward,ಕೆ. ಎಸ್. ನಿಸಾರ್ ಅಹಮದ್ ವಾರ್ಡ್,East,ಪೂರ್ವ,3,K.R. Pura,RO- Ramamurthy Nagara,ARO- Vijinapura,151 - K.R. Pura,151,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,154460,80810,73650,15430,2850,Bommanahalli,Polygon,77.66877,12.997041,190
57,57 - Bhoopasandra,ಭೂಪಸಂದ್ರ,North,ಉತ್ತರ,2,Yelahanka,RO- Hebbal,ARO- Hebbal,158 - Hebbal,158,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,251930,130390,121540,16100,3850,Bommanahalli,Polygon,77.581536,13.03405,449
15,15 - Shakambarinagara,ಶಾಕಂಭರಿನಗರ,South,ದಕ್ಷಿಣ,4,Jayanagar,RO- JP Nagar,ARO- Sarakki,173 - Jayanagar,173,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,258450,132440,126000,10600,2110,Jayanagar,Polygon,77.582731,12.909723,252
56,56 - Hebbal,ಹೆಬ್ಬಾಳ,North,ಉತ್ತರ,2,Yelahanka,RO- Hebbal,ARO- Hebbal,158 - Hebbal,158,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,274220,140440,133780,52780,8000,Bommanahalli,Polygon,77.592155,13.035784,192
52,52 - Vishwanatha Nagenahalli,ವಿಶ್ವನಾಥ ನಾಗೇನಹಳ್ಳಿ,North,ಉತ್ತರ,2,Yelahanka,RO- R.T Nagar,ARO- Vishwanatha Nagenahalli,158 - Hebbal,158,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,288590,152560,136030,22240,4310,Jayanagar,Polygon,77.604212,13.037061,249
4,4 - Sampangirama Nagar,ಸಂಪಂಗಿರಾಮ ನಗರ,Central,ಕೇಂದ್ರ,1,Gandhinagara,RO- Shivajinagar,ARO- Vasanthanagar,162 - Shivajinagar,162,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,278740,138720,140020,18100,2240,Jayanagar,Polygon,77.584013,12.978675,508
10,10 - Basavanapura,ಬಸವನಪುರ,East,ಪೂರ್ವ,3,K.R. Pura,RO- KR Pura,ARO- Basavanapura,151 - K.R. Pura,151,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,162240,83920,78330,30280,3940,Jayanagar,Polygon,77.719202,13.015285,179
35,35 - Vishwapriya Nagara,ವಿಶ್ವಪ್ರಿಯ ನಗರ,South,ದಕ್ಷಿಣ,4,Jayanagar,RO- Beguru,ARO- Naganathpura,176 - Bangalore South,176,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,192810,101220,92690,17680,3090,Jayanagar,Polygon,77.633932,12.881856,252
8,8 - Halasuru,ಹಲಸೂರು,Central,ಕೇಂದ್ರ,1,Gandhinagara,RO- Shivajinagar,ARO- Halasuru,162 - Shivajinagar,162,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,240190,123720,116470,78380,1900,Jayanagar,Polygon,77.624833,12.977081,122
33,33 - Naganathapura,ನಾಗನಾಥಪುರ,South,ದಕ್ಷಿಣ,4,Jayanagar,RO- Beguru,ARO- Naganathpura,176 - Bangalore South,176,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,185990,100630,84970,25280,5640,Jayanagar,Polygon,77.664969,12.880051,316
49,49 - Aramane Nagara,ಅರಮನೆ ನಗರ,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Malleshwaram,ARO- Mathikere,157 - Malleshwaram,157,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,261450,137380,124070,24370,4360,Jayanagar,Polygon,77.563554,13.029479,105
12,12 - Kasturi Nagar,ಕಸ್ತೂರಿ ನಗರ,Central,ಕೇಂದ್ರ,1,C.V. Raman Nagar,RO- Indiranagar,ARO- Kasturi Nagar,161 - C.V. Raman Nagar,161,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,193310,100780,93130,21750,2730,Jayanagar,Polygon,77.649002,13.003596,320
79,79 - Nagarbhavi,ನಾಗರಭಾವಿ,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Chandra Layout,ARO- Chandra Layout,166 - Govindraj Nagar,166,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,281940,144910,137030,20750,3960,Malleswaram,Polygon,77.515561,12.952653,1291
41,41 - Munnenkolalu,ಮುನ್ನೇನಕೊಳಲು,East,ಪೂರ್ವ,3,Mahadevapura,RO- Marathahalli,ARO- Munnekolalu,174 - Mahadevapura,174,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,209770,118910,90860,17750,4440,Jayanagar,Polygon,77.710108,12.948213,104
34,34 - Chikkathoguru,ಚಿಕ್ಕ ತೋಗೂರು,South,ದಕ್ಷಿಣ,4,Jayanagar,RO- Beguru,ARO- Naganathpura,176 - Bangalore South,176,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,188680,102570,86510,19390,4070,Jayanagar,Polygon,77.649054,12.865255,419
6,6 - Doddabettahalli,ದೊಡ್ಡಬೆಟ್ಟಹಳ್ಳಿ,North,ಉತ್ತರ,2,Yelahanka,RO- Yelahanka,ARO- Attur,150 - Yelahanka,150,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,295530,156850,138680,31830,10100,Jayanagar,Polygon,77.560014,13.101156,375
55,55 - Ganganagar,ಗಂಗಾನಗರ,North,ಉತ್ತರ,2,Yelahanka,RO- R.T Nagar,ARO- Ganganagar,158 - Hebbal,158,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,251860,129390,122470,20880,3060,Bommanahalli,Polygon,77.591379,13.026125,350
17,17 - Vijinapura,ವಿಜಿನಾಪುರ,East,ಪೂರ್ವ,3,K.R. Pura,RO- Ramamurthy Nagara,ARO- Vijinapura,151 - K.R. Pura,151,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,151330,77570,73760,51580,2040,Bommanahalli,Polygon,77.674044,13.004192,112
49,49 - Kasturbha Nagar,ಕಸ್ತೂರ ಬಾ ವಾರ್ಡ್‌,Central,ಕೇಂದ್ರ,1,Gandhinagara,RO - Chamrajapet,ARO- Azad Nagar,168 - Chamrajapet,168,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,244880,125160,119710,14250,6720,Jayanagar,Polygon,77.551331,12.953664,268
1,1 - Raja Kempegowda ward,ರಾಜ ಕೆಂಪೇಗೌಡ ವಾರ್ಡ್,North,ಉತ್ತರ,2,Yelahanka,RO- Yelahanka,ARO- Yelahanka Old Town,150 - Yelahanka,150,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,215610,112170,103440,21430,6810,Jayanagar,Polygon,77.595048,13.096609,136
11,11 - Jayanagar East,ಜಯನಗರ ಪೂರ್ವ,South,ದಕ್ಷಿಣ,4,Jayanagar,RO- Jayanagar,ARO- Jayanagar,173 - Jayanagar,173,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,226970,118060,108910,28740,3250,Jayanagar,Polygon,77.602676,12.920864,211
33,33 - Dharmaraya Swamy Temple Ward,ಧರ್ಮರಾಯ ಸ್ವಾಮಿ ದೇವಸ್ಥಾನ ವಾರ್ಡ್,Central,ಕೇಂದ್ರ,1,Gandhinagara,RO - Chickpet,ARO- Dharmaraya Swamy Temple,169 - Chickpet,169,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,189050,98680,90920,6770,1310,Jayanagar,Polygon,77.583936,12.966311,164
38,38 - Kanakanapalya,ಕನಕನಪಾಳ್ಯ,Central,ಕೇಂದ್ರ,1,Gandhinagara,RO - Chickpet,ARO- Ashoka Pillar,169 - Chickpet,169,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,200540,100420,100530,21360,2850,Jayanagar,Polygon,77.587342,12.940981,319
62,62 - Swatantra Palya Ward,ಸ್ವತಂತ್ರ ಪಾಳ್ಯ ವಾರ್ಡ್,Central,ಕೇಂದ್ರ,1,Gandhinagara,RO - Gandhinagara,ARO- Okalipuram,164 - Gandhinagara,164,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,281370,142550,138830,127230,3670,Bommanahalli,Polygon,77.568,12.987874,130
54,54 - Gangenahalli,ಗಂಗೇನಹಳ್ಳಿ,North,ಉತ್ತರ,2,Yelahanka,RO- R.T Nagar,ARO- Ganganagar,158 - Hebbal,158,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,241200,122990,118210,29260,3280,Bommanahalli,Polygon,77.589435,13.01902,470
14,14 - J.P Nagar,ಜೆ.ಪಿ. ನಗರ,South,ದಕ್ಷಿಣ,4,Jayanagar,RO- JP Nagar,ARO- JP Nagar,173 - Jayanagar,173,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,222640,112500,110150,19950,1730,Jayanagar,Polygon,77.600313,12.911983,309
9,9 - N.A.L Layout,ಎನ್‌.ಎ.ಎಲ್ ಲೇಔಟ್,South,ದಕ್ಷಿಣ,4,Jayanagar,RO- Jayanagar,ARO- NAL Layout,173 - Jayanagar,173,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,205320,104670,100660,9920,7160,Jayanagar,Polygon,77.602442,12.925768,130
27,27 - Sri Lakshmi Devi Ward,ಶ್ರೀ ಲಕ್ಷ್ಮೀದೇವಿ ವಾರ್ಡ್,South,ದಕ್ಷಿಣ,4,Bommanahalli,RO- Kormangala,ARO- Ejipura,172 - B.T.M Layout,172,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,198440,104630,93810,20010,3150,Bommanahalli,Polygon,77.626721,12.940572,221
4,4 - Nyayanga Badavane,ನ್ಯಾಯಾಂಗ ಬಡಾವಣೆ,North,ಉತ್ತರ,2,Yelahanka,RO- Yelahanka,ARO- Yelahanka Satellite Town,150 - Yelahanka,150,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,200060,105610,94460,40440,5410,Jayanagar,Polygon,77.587435,13.089007,149
65,65 - Abbigere,ಅಬ್ಬಿಗೆರೆ,North,ಉತ್ತರ,2,Yelahanka,RO- Dasarahalli,ARO- Shetty Halli,155 - Dasarahalli,155,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,212410,90980,82470,21830,5770,Bommanahalli,Polygon,77.521289,13.079975,377
18,18 - Viswamanava Kuvempu Ward,ವಿಶ್ವಮಾನವ ಕುವೆಂಪು ವಾರ್ಡ್,South,ದಕ್ಷಿಣ,4,Bommanahalli,RO- B.T.M Layout,ARO- New Tavarekere,172 - B.T.M Layout,172,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,255000,130230,124770,14080,1770,Bommanahalli,Polygon,77.610541,12.913396,221
42,42 - Priyadarshini Ward,ಪ್ರಿಯದರ್ಶಿನಿ ವಾರ್ಡ್,East,ಪೂರ್ವ,3,Mahadevapura,RO- Marathahalli,ARO- Munnekolalu,174 - Mahadevapura,174,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,168470,85950,82530,6190,2760,Jayanagar,Polygon,77.711913,12.962808,202
67,67 - Shettihalli,ಶೆಟ್ಟಿಹಳ್ಳಿ,North,ಉತ್ತರ,2,Yelahanka,RO- Dasarahalli,ARO- Shetty Halli,155 - Dasarahalli,155,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,233130,121570,111560,46500,5460,Bommanahalli,Polygon,77.522691,13.05897,348
21,21 - Chikka Adugodi,ಚಿಕ್ಕ ಆಡುಗೋಡಿ,South,ದಕ್ಷಿಣ,4,Bommanahalli,RO- B.T.M Layout,ARO- Madiwala,172 - B.T.M Layout,172,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,214680,118960,95720,26140,2270,Bommanahalli,Polygon,77.6118,12.926972,114
7,7 - Attur,ಅಟ್ಟುರು,North,ಉತ್ತರ,2,Yelahanka,RO- Yelahanka,ARO- Attur,150 - Yelahanka,150,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,269220,139820,129400,28970,6630,Jayanagar,Polygon,77.55937,13.09341,258
19,19 - New Tavarekere,ಹೊಸ ತಾವರೆಕೆರೆ,South,ದಕ್ಷಿಣ,4,Bommanahalli,RO- B.T.M Layout,ARO- New Tavarekere,172 - B.T.M Layout,172,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,192510,107230,85280,13570,5380,Bommanahalli,Polygon,77.610504,12.921179,147
70,70 - Iblur,ಇಬ್ಬಲೂರು,South,ದಕ್ಷಿಣ,4,Bommanahalli,RO- HSR Layout,ARO- Iblur,175 - Bommanahalli,175,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,271460,141100,130350,31770,4370,Bommanahalli,Polygon,77.658232,12.918392,384
61,61 - HMT Ward,ಎಚ್ಎಮ್.ಟಿ ವಾರ್ಡ್,North,ಉತ್ತರ,2,Yelahanka,RO- Jalahalli,ARO- Jalahalli,154 - Rajarajeshwarinagar,154,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,295380,152140,143250,37730,9950,Bommanahalli,Polygon,77.548038,13.045395,400
51,51 - Manorayanapalya,ಮನೋರಾಯನಪಾಳ್ಯ,North,ಉತ್ತರ,2,Yelahanka,RO- R.T Nagar,ARO- Vishwanatha Nagenahalli,158 - Hebbal,158,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,236840,121570,115280,19930,2430,Jayanagar,Polygon,77.604299,13.030364,248
65,65 - Garvebavi Palya,ಗಾರ್ವೆಬಾವಿ ಪಾಳ್ಯ,South,ದಕ್ಷಿಣ,4,Bommanahalli,RO- Bommanahalli,ARO- Singasandra,175 - Bommanahalli,175,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,229670,128810,100860,13690,4240,Bommanahalli,Polygon,77.633216,12.893358,207
32,32 - Kudlu,ಕೂಡ್ಲು,South,ದಕ್ಷಿಣ,4,Bommanahalli,RO- HSR Layout,ARO- Kudlu,177 - Anekal,177,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,166610,90050,76560,28870,4250,Bommanahalli,Polygon,77.657334,12.886625,467
25,25 - National Games Village,ನ್ಯಾಷನಲ್ ಗೇಮ್ಸ್ ವಿಲೇಜ್,South,ದಕ್ಷಿಣ,4,Bommanahalli,RO- Kormangala,ARO- Ejipura,172 - B.T.M Layout,172,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,194070,99490,94590,62810,6300,Bommanahalli,Polygon,77.620466,12.94659,247
16,16 - Amruthahalli,ಅಮೃತಹಳ್ಳಿ,North,ಉತ್ತರ,2,Byatarayanapura,RO- Thanisandra,ARO- Jakkur,152 - Byatarayanapura,152,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,217320,115200,102130,22960,9670,Jayanagar,Polygon,77.603219,13.065251,194
22,22 - S.G Palya,ಎಸ್.ಜಿ. ಪಾಳ್ಯ,South,ದಕ್ಷಿಣ,4,Bommanahalli,RO- B.T.M Layout,ARO- Madiwala,172 - B.T.M Layout,172,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,214400,114390,100010,26240,2720,Bommanahalli,Polygon,77.604772,12.930687,298
32,32 - Banaswadi,ಬಾಣಸವಾಡಿ,North,ಉತ್ತರ,2,Byatarayanapura,RO- Maruthi Sevanagar,ARO- Banaswadi,160 - Sarvagnanagar,160,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,250770,127180,123600,28700,5250,Bommanahalli,Polygon,77.653344,13.01327,162
36,36 - Someshwara Nagara,ಸೋಮೇಶ್ವರ ನಗರ,Central,ಕೇಂದ್ರ,1,Gandhinagara,RO - Chickpet,ARO- Hombegowda Nagar,169 - Chickpet,169,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,188630,95800,92430,15210,3350,Jayanagar,Polygon,77.599572,12.943863,236
12,12 - Pattabhirama Nagara,ಪಟ್ಟಾಭಿರಾಮ ನಗರ,South,ದಕ್ಷಿಣ,4,Jayanagar,RO- Jayanagar,ARO- Jayanagar,173 - Jayanagar,173,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,225470,112360,113110,6340,1070,Jayanagar,Polygon,77.586503,12.918777,221
49,49 - Jaya Chamarajendra Nagara,ಜಯ ಚಾಮರಾಜೇಂದ್ರ ನಗರ,North,ಉತ್ತರ,2,Yelahanka,RO- R.T Nagar,ARO- R.T Nagar,158 - Hebbal,158,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,259530,131410,128110,22850,2470,Jayanagar,Polygon,77.595255,13.014311,303
71,71 - Agara,ಅಗರ,South,ದಕ್ಷಿಣ,4,Bommanahalli,RO- HSR Layout,ARO- HSR Layout,175 - Bommanahalli,175,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,188360,97420,90950,12640,2880,Bommanahalli,Polygon,77.646221,12.907325,119
23,23 - Lakkasandra,ಲಕ್ಕಸಂದ್ರ,South,ದಕ್ಷಿಣ,4,Bommanahalli,RO- Kormangala,ARO- Lakkasandra,172 - B.T.M Layout,172,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,209320,106880,102430,31440,3440,Bommanahalli,Polygon,77.602711,12.940563,274
27,27 - Ambedkarnagar,ಅಂಬೇಡ್ಕರ್‌ನಗರ,Central,ಕೇಂದ್ರ,1,C.V. Raman Nagar,RO - Shanthinagar,ARO- Neelasandra,163 - Shanthinagar,163,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,278160,142270,135890,110690,4810,Bommanahalli,Polygon,77.618352,12.949799,564
13,13 - Kodigehalli,ಕೊಡಿಗೆಹಳ್ಳಿ,North,ಉತ್ತರ,2,Byatarayanapura,RO- Bytarayanapura,ARO- Kodigehalli,152 - Byatarayanapura,152,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,282440,149460,132980,34140,6490,Jayanagar,Polygon,77.572207,13.051409,111
33,33 - Lakshmi Devi Nagar,ಲಕ್ಷ್ಮಿ ದೇವಿ ನಗರ,West,ಪಶ್ಚಿಮ,5,Rajarajeshwarinagar,RO- Peenya,ARO- Peenya,154 - Rajarajeshwarinagar,154,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,245990,128200,117790,50060,5830,Jayanagar,Polygon,77.528907,13.015527,236
37,37 - Jeevanahalli,ಜೀವನಹಳ್ಳಿ,North,ಉತ್ತರ,2,Byatarayanapura,RO- Maruthi Sevanagar,ARO- Maruthi Sevanagar,160 - Sarvagnanagar,160,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,281420,141600,139820,91440,2860,Jayanagar,Polygon,77.633942,12.997862,189
31,31 - Kasavanahalli,ಕಸವನಹಳ್ಳಿ,South,ದಕ್ಷಿಣ,4,Bommanahalli,RO- HSR Layout,ARO- Kudlu,174 - Mahadevapura,174,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,212880,111660,101220,18190,3570,Bommanahalli,Polygon,77.668973,12.902276,359
39,39 - Kaval Byrasandra,ಕಾವಲ್ ಬೈರಸಂದ್ರ,North,ಉತ್ತರ,2,Byatarayanapura,RO- Kavalbyrasandra,ARO- Kavalbyrasandra,159 - Pulakeshinagar,159,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,219650,111830,107810,25290,3620,Jayanagar,Polygon,77.609378,13.021081,92
17,17 - N.S Palya,ಎನ್.ಎಸ್. ಪಾಳ್ಯ,South,ದಕ್ಷಿಣ,4,Bommanahalli,RO- B.T.M Layout,ARO- New Tavarekere,172 - B.T.M Layout,172,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,267010,148880,118130,24870,4670,Bommanahalli,Polygon,77.606895,12.908124,242
55,55 - Puttenahalli,ಪುಟ್ಟೇನಹಳ್ಳಿ,South,ದಕ್ಷಿಣ,4,Bommanahalli,RO- Arakere,ARO- Jaraganahalli,175 - Bommanahalli,175,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,214840,109810,105040,11480,4800,Bommanahalli,Polygon,77.585311,12.894786,129
56,56 - Doresanipalya,ದೊರೆಸಾನಿಪಾಳ್ಯ,South,ದಕ್ಷಿಣ,4,Bommanahalli,RO- Arakere,ARO- Arakere,175 - Bommanahalli,175,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,230590,119690,110900,4450,1070,Bommanahalli,Polygon,77.592425,12.888605,285
42,42 - Aruna Asif Ali Ward,ಅರುಣಾ ಆಸಿಫ್ ಅಲಿ ವಾರ್ಡ್,North,ಉತ್ತರ,2,Byatarayanapura,RO- Kavalbyrasandra,ARO- Varalakshmi Nagar,159 - Pulakeshinagar,159,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,294610,150180,145930,62810,4840,Jayanagar,Polygon,77.609752,13.015308,93
53,53 - R.T Nagar,ಆರ್.ಟಿ ನಗರ,North,ಉತ್ತರ,2,Yelahanka,RO- R.T Nagar,ARO- R.T Nagar,158 - Hebbal,158,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,299050,154420,144730,7870,2740,Bommanahalli,Polygon,77.596452,13.026923,412
47,47 - Pulakeshi Nagar,ಪುಲಕೇಶಿ ನಗರ,North,ಉತ್ತರ,2,Byatarayanapura,RO- Pulikeshinagar,ARO- Pulikeshinagar,159 - Pulakeshinagar,159,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,211480,106280,105200,13280,3250,Jayanagar,Polygon,77.616779,12.995934,200
15,15 - Byatarayanapura,ಬ್ಯಾಟರಾಯನಪುರ,North,ಉತ್ತರ,2,Byatarayanapura,RO- Bytarayanapura,ARO- Bytarayanapura,152 - Byatarayanapura,152,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,288700,147920,140790,17190,9610,Jayanagar,Polygon,77.595225,13.066524,258
28,28 - Kormangala East,ಕೋರಮಂಗಲ ಪೂರ್ವ,South,ದಕ್ಷಿಣ,4,Bommanahalli,RO- Kormangala,ARO- Kormangala,172 - B.T.M Layout,172,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,228850,118970,109890,22520,5580,Bommanahalli,Polygon,77.635158,12.931824,288
